71,24.000000
57,24.000000
47,24.000000
65,1.000000
47,1.000000
64,20.000000
83,20.000000
67,39.000000
55,8.000000
68,61.000000
7,61.000000
98,61.000000
100,92.000000
89,92.000000
17,92.000000
50,13.000000
1,13.000000
51,13.000000
70,13.000000
12,13.000000
64,55.000000
15,55.000000
48,19.000000
6,19.000000
43,11.000000
75,33.000000
80,33.000000
3,33.000000
48,2.000000
95,39.000000
43,39.000000
70,39.000000
28,39.000000
18,39.000000
42,16.000000
87,16.000000
22,16.000000
78,7.000000
52,7.000000
35,7.000000
96,36.000000
11,6.000000
56,6.000000
5,6.000000
17,16.000000
89,64.000000
10,64.000000
12,64.000000
14,64.000000
5,64.000000
44,64.000000
71,64.000000
30,64.000000
28,64.000000
66,11.000000
70,11.000000
58,11.000000
11,11.000000
34,26.000000
38,28.000000
11,28.000000
21,28.000000
64,38.000000
54,19.000000
36,19.000000
38,19.000000
29,5.000000
98,7.000000
6,7.000000
42,7.000000
48,7.000000
47,23.000000
26,15.000000
11,15.000000
40,15.000000
60,15.000000
9,15.000000
22,15.000000
56,19.000000
52,31.000000
88,31.000000
87,34.000000
30,10.000000
91,10.000000
52,36.000000
93,36.000000
49,36.000000
17,36.000000
40,36.000000
10,36.000000
54,36.000000
90,38.000000
80,38.000000
90,38.000000
55,10.000000
62,24.000000
51,15.000000
6,15.000000
1,15.000000
12,15.000000
43,15.000000
17,15.000000
76,74.000000
87,9.000000
48,38.000000
10,38.000000
90,23.000000
3,23.000000
82,23.000000
57,23.000000
91,23.000000
5,23.000000
93,23.000000
20,23.000000
4,23.000000
64,36.000000
96,59.000000
43,37.000000
30,37.000000
84,54.000000
5,54.000000
77,54.000000
63,35.000000
25,35.000000
15,35.000000
22,35.000000
29,35.000000
86,45.000000
79,45.000000
55,39.000000
71,9.000000
78,9.000000
94,30.000000
88,30.000000
41,30.000000
83,30.000000
70,7.000000
45,24.000000
89,24.000000
61,60.000000
14,60.000000
8,60.000000
13,60.000000
59,60.000000
64,60.000000
84,60.000000
81,19.000000
7,19.000000
82,19.000000
66,16.000000
45,16.000000
37,27.000000
40,19.000000
75,19.000000
3,19.000000
84,24.000000
45,24.000000
24,24.000000
77,24.000000
69,3.000000
77,8.000000
10,8.000000
48,43.000000
51,26.000000
93,36.000000
68,43.000000
26,43.000000
99,43.000000
3,43.000000
72,16.000000
27,7.000000
96,35.000000
31,35.000000
17,35.000000
37,35.000000
88,41.000000
11,41.000000
19,41.000000
39,41.000000
47,41.000000
3,41.000000
49,41.000000
56,6.000000
50,43.000000
44,43.000000
46,5.000000
82,2.000000
35,1.000000
53,11.000000
81,11.000000
55,11.000000
53,11.000000
13,11.000000
52,11.000000
34,11.000000
1,11.000000
92,48.000000
29,48.000000
21,48.000000
18,48.000000
